timestamp,segment,distance_desc,distance_mm,status
1787718135.308,glass_mirror_45cm,glass or mirror surface at ~45cm,462,Range Valid
1787718135.522,glass_mirror_45cm,glass or mirror surface at ~45cm,471,Range Valid
1787718135.736,glass_mirror_45cm,glass or mirror surface at ~45cm,-1,Signal Fail
1787718135.949,glass_mirror_45cm,glass or mirror surface at ~45cm,491,Range Valid
1787718136.163,glass_mirror_45cm,glass or mirror surface at ~45cm,481,Range Valid
1787718136.377,glass_mirror_45cm,glass or mirror surface at ~45cm,497,Range Valid
1787718136.590,glass_mirror_45cm,glass or mirror surface at ~45cm,481,Range Valid
1787718136.802,glass_mirror_45cm,glass or mirror surface at ~45cm,-1,Signal Fail
1787718137.016,glass_mirror_45cm,glass or mirror surface at ~45cm,489,Range Valid
1787718137.229,glass_mirror_45cm,glass or mirror surface at ~45cm,456,Range Valid
1787718137.443,glass_mirror_45cm,glass or mirror surface at ~45cm,431,Range Valid
1787718137.657,glass_mirror_45cm,glass or mirror surface at ~45cm,306,Range Valid
1787718137.870,glass_mirror_45cm,glass or mirror surface at ~45cm,461,Range Valid
1787718138.083,glass_mirror_45cm,glass or mirror surface at ~45cm,482,Range Valid
1787718138.297,glass_mirror_45cm,glass or mirror surface at ~45cm,478,Range Valid
1787718138.510,glass_mirror_45cm,glass or mirror surface at ~45cm,462,Range Valid
1787718138.724,glass_mirror_45cm,glass or mirror surface at ~45cm,464,Range Valid
1787718138.938,glass_mirror_45cm,glass or mirror surface at ~45cm,463,Range Valid
1787718139.152,glass_mirror_45cm,glass or mirror surface at ~45cm,462,Range Valid
1787718139.366,glass_mirror_45cm,glass or mirror surface at ~45cm,462,Range Valid
1787718139.579,glass_mirror_45cm,glass or mirror surface at ~45cm,445,Range Valid
1787718139.790,glass_mirror_45cm,glass or mirror surface at ~45cm,-1,Signal Fail
1787718140.004,glass_mirror_45cm,glass or mirror surface at ~45cm,411,Range Valid
1787718140.217,glass_mirror_45cm,glass or mirror surface at ~45cm,451,Range Valid
